,Marital_Status,Income,Child,Customer_days,Total_Amount,Total_Purchases,Total_offer,cluster_value
657,0,26490.0,0,645,210,17,0,0
658,0,73059.0,1,302,1095,30,0,1
659,1,46734.0,3,251,223,18,1,0
660,0,56253.0,1,569,597,28,0,1
661,0,19986.0,1,227,22,11,0,0
662,1,58330.0,1,186,1064,28,0,1
663,0,25965.0,0,660,74,14,0,0
664,0,14661.0,0,544,26,11,0,0
665,0,18690.0,0,548,60,13,0,0
666,0,45068.0,1,409,20,11,0,0
667,1,21063.0,1,277,59,13,0,0
668,0,29187.0,1,416,34,13,0,0
669,0,54690.0,2,234,198,15,0,1
670,0,59304.0,1,335,1048,33,0,1
671,1,59247.0,2,233,574,27,0,1
672,1,66731.0,1,655,1029,20,0,1
673,0,77353.0,1,195,670,24,0,1
674,1,52614.0,1,575,990,24,0,0
675,0,26751.0,2,38,11,12,0,0
676,0,81300.0,1,607,1241,26,2,1
677,1,70337.0,0,178,576,18,0,1
678,0,36145.0,1,378,172,21,2,0
679,1,65295.0,0,188,664,22,0,1
680,1,68118.0,1,254,928,29,0,1
681,1,68743.0,0,668,2074,37,0,1
682,0,41039.0,0,339,467,23,0,0
683,0,38946.0,1,248,257,17,0,0
684,0,65777.0,0,192,1146,18,0,1
685,1,66476.0,1,479,689,24,0,1
686,1,86857.0,0,655,2114,24,1,1
687,0,160803.0,0,694,1717,44,0,1
688,0,77845.0,0,44,1346,22,2,1
689,0,69476.0,0,272,1044,17,0,1
690,1,50611.0,1,633,493,28,2,0
691,1,61209.0,0,308,957,15,0,1
692,0,42315.0,1,352,270,15,0,0
693,0,13084.0,0,239,29,11,0,0
694,1,47570.0,2,396,121,16,1,0
695,0,61923.0,2,338,126,11,0,1
696,1,34824.0,0,95,23,10,0,0
697,1,26518.0,2,447,57,16,1,0
698,1,45938.0,0,238,636,26,0,0
699,0,78468.0,0,81,1004,32,1,1
700,1,78901.0,1,285,734,24,0,1
701,0,71427.0,2,109,614,24,0,1
702,1,71022.0,1,138,1453,29,1,1
703,1,90247.0,0,61,1621,16,4,1
704,1,41335.0,1,185,187,19,0,0
705,0,71952.0,1,535,1443,26,2,1
706,1,35682.0,1,2,57,8,0,0
707,1,43185.0,1,445,637,28,0,0
708,0,66375.0,1,220,948,21,1,1
709,0,35178.0,1,535,59,12,2,0
710,0,25252.0,1,352,18,12,0,0
711,1,55250.0,1,616,903,31,0,1
712,1,33249.0,1,494,112,14,0,0
713,0,58398.0,0,411,596,24,0,1
714,0,50272.0,1,326,233,20,0,0
715,0,76618.0,0,569,1511,12,0,1
716,1,87305.0,0,644,1152,19,2,1
717,0,25851.0,1,503,48,14,0,0
718,1,58710.0,1,455,1185,37,0,1
719,1,45160.0,2,92,21,11,0,0
720,0,74806.0,1,557,965,20,0,1
721,0,59111.0,0,423,869,28,0,1
722,0,18988.0,1,37,16,13,0,0
723,0,72190.0,0,501,1947,19,0,1
724,0,7500.0,1,697,71,21,2,0
725,0,44794.0,1,21,65,12,0,0
726,0,80395.0,0,218,1380,26,1,1
727,1,75012.0,0,155,1027,24,0,1
728,0,56962.0,3,261,411,28,0,1
729,0,89891.0,0,440,836,30,1,1
730,1,35946.0,2,275,11,9,0,0
731,0,53593.0,2,691,480,31,0,1
732,0,66373.0,2,382,606,26,0,1
733,1,45072.0,3,256,284,24,0,0
734,1,89694.0,2,263,1472,19,3,1
735,0,72025.0,0,61,1677,28,4,1
736,0,67432.0,1,457,1335,23,0,1
737,0,70545.0,1,26,334,15,0,1
738,0,17487.0,1,468,18,11,0,0
739,0,62882.0,1,689,1338,24,0,1
740,1,64108.0,1,463,1099,35,0,1
741,0,34941.0,2,480,97,16,0,0
742,1,48767.0,3,179,63,14,0,0
743,0,38702.0,1,332,109,15,0,0
744,0,82224.0,0,155,902,24,1,1
745,0,83844.0,0,413,1574,21,1,1
746,0,17003.0,1,202,38,14,0,0
747,1,71163.0,0,112,960,25,0,1
748,1,33697.0,1,287,28,11,1,0
749,0,63564.0,0,151,1215,34,2,1
750,0,83443.0,0,180,1497,24,0,1
751,0,51518.0,1,269,449,20,0,0
752,1,58330.0,1,186,1064,28,0,1
753,0,80952.0,0,486,1757,33,4,1
754,0,75507.0,0,58,1440,24,0,1
755,0,63855.0,0,505,1006,28,0,1
756,0,62220.0,1,687,1226,29,1,1
757,0,58512.0,1,283,1171,28,0,1
758,0,40662.0,1,471,92,12,0,0
759,0,38829.0,1,84,99,13,0,0
760,0,35523.0,1,269,66,15,0,0
761,1,79146.0,2,66,564,25,0,1
762,0,78285.0,0,244,1427,24,0,1
763,1,31626.0,1,415,86,13,2,0
764,1,75127.0,0,38,833,20,0,1
765,0,48726.0,1,428,242,18,0,0
766,0,74985.0,0,656,1869,19,0,1
767,0,67430.0,0,662,1364,35,0,1
768,0,46891.0,1,301,183,12,0,0
769,0,62058.0,1,399,450,24,0,1
770,0,72063.0,1,361,758,23,0,1
771,0,78939.0,0,199,1507,23,0,1
772,1,42720.0,2,431,654,33,1,0
773,0,33622.0,2,442,81,16,0,0
774,0,6835.0,1,568,137,21,0,0
775,0,41452.0,2,480,16,11,0,0
776,1,40760.0,1,303,93,14,0,0
777,0,74250.0,0,154,1158,19,0,1
778,1,51124.0,2,193,43,9,0,0
779,1,72258.0,1,290,1525,24,0,1
780,1,71466.0,0,85,1230,20,0,1
781,0,36283.0,2,76,29,10,0,0
782,1,20587.0,1,49,25,12,0,0
783,0,30467.0,1,102,24,11,0,0
784,0,31590.0,1,376,38,13,0,0
785,0,20425.0,1,608,57,14,0,0
786,0,17144.0,2,134,47,19,0,0
787,1,42564.0,1,543,813,31,2,0
788,0,43783.0,1,31,629,29,1,0
789,1,40780.0,1,659,377,26,0,0
790,0,62847.0,0,530,1612,16,0,1
791,0,82017.0,0,599,729,19,4,1
792,1,16813.0,0,345,50,13,1,0
793,0,51267.0,2,243,270,19,0,0
794,1,46524.0,1,450,177,12,0,0
795,1,45183.0,0,525,315,20,1,0
796,0,70421.0,1,1,767,29,0,1
797,1,60161.0,1,614,1071,34,0,1
798,0,73926.0,0,484,1580,27,0,1
799,0,19329.0,1,197,60,18,0,0
800,0,61872.0,1,198,573,25,0,1
801,1,46984.0,2,460,41,10,0,0
802,0,34838.0,2,526,170,16,0,0
803,1,82716.0,0,236,1167,30,0,1
804,0,48192.0,0,449,1526,33,4,0
805,0,49681.0,2,237,458,28,0,0
806,0,56850.0,1,98,63,8,0,1
807,0,55267.0,1,251,405,20,0,1
808,0,59666.0,2,464,1027,28,1,1
809,1,72504.0,1,449,1478,24,0,1
810,0,26872.0,0,256,72,11,0,0
811,1,21359.0,1,435,48,15,1,0
812,1,73170.0,0,29,726,18,0,1
813,0,52750.0,1,510,860,31,0,1
814,0,91820.0,0,218,1497,23,0,1
815,0,65968.0,1,48,495,21,0,1
816,0,30772.0,2,109,20,10,0,0
817,1,22507.0,0,582,570,28,0,0
818,0,65685.0,1,92,769,26,0,1
819,0,25804.0,1,301,55,15,0,0
820,1,76412.0,0,420,1808,21,3,1
821,0,22063.0,1,325,55,14,0,0
822,1,57091.0,0,14,577,23,2,1
823,0,22419.0,0,437,162,16,0,0
824,0,87771.0,1,403,1957,26,5,1
825,1,78353.0,1,439,1576,32,0,1
826,0,93404.0,3,418,1616,22,2,1
827,1,37859.0,3,533,36,14,0,0
828,1,80995.0,1,414,1482,26,0,1
829,0,16529.0,1,120,22,11,0,0
830,1,55412.0,2,219,63,11,0,1
831,1,48789.0,0,657,680,24,0,0
832,0,56575.0,2,420,542,25,0,1
833,0,25130.0,1,270,50,14,0,0
834,0,35441.0,2,500,39,14,0,0
835,0,71391.0,1,457,1043,31,0,1
836,1,49494.0,1,430,385,21,0,0
837,1,81702.0,0,644,1633,30,0,1
838,1,45889.0,1,362,46,11,0,0
839,1,56628.0,1,100,761,25,1,1
840,0,34026.0,2,328,76,14,0,0
841,0,40049.0,1,577,290,19,0,0
842,1,34176.0,1,48,89,17,0,0
843,0,19419.0,1,596,70,20,0,0
844,0,82504.0,0,337,1066,18,0,1
845,0,81205.0,0,167,2009,21,4,1
846,1,61618.0,0,638,1345,22,0,1
847,1,55284.0,1,552,764,28,0,1
848,1,49980.0,1,249,195,16,0,0
849,0,15072.0,2,415,53,16,0,0
850,1,49166.0,1,381,368,19,0,0
851,0,65324.0,1,169,544,24,0,1
852,0,82347.0,0,600,1853,28,2,1
853,0,30843.0,2,34,35,11,1,0
854,0,46374.0,1,104,446,26,3,0
855,1,60474.0,1,454,1180,38,0,1
856,0,38576.0,1,117,41,12,0,0
857,0,55357.0,2,495,727,27,0,1
858,0,37758.0,2,633,40,14,0,0
859,0,85710.0,0,420,1062,28,1,1
860,0,23228.0,1,154,40,15,0,0
861,0,44602.0,2,134,292,25,0,0
862,0,7500.0,0,536,15,10,0,0
863,0,38683.0,1,633,341,24,0,0
864,1,49514.0,1,194,369,20,0,0
865,0,57906.0,1,383,401,21,0,1
866,1,43456.0,1,460,393,22,0,0
867,1,19485.0,2,278,10,11,0,0
868,0,53172.0,1,419,486,19,0,1
869,0,30545.0,1,620,69,14,0,0
870,0,70123.0,0,274,1727,20,2,1
871,1,62450.0,1,174,995,19,1,1
872,0,21675.0,1,18,45,17,0,0
873,1,42395.0,2,86,182,19,0,0
874,0,61346.0,1,266,989,26,0,1
875,0,80812.0,0,285,1677,20,3,1
876,1,42835.0,2,364,595,29,0,0
877,0,39922.0,1,500,156,17,0,0
878,1,86424.0,0,85,1226,29,0,1
879,0,17117.0,1,528,128,20,0,0
880,1,24762.0,1,139,86,17,2,0
881,0,35797.0,1,621,68,15,0,0
882,1,36627.0,2,341,16,9,0,0
883,0,51111.0,2,10,55,13,0,0
884,1,86857.0,0,655,2114,24,1,1
885,0,82072.0,0,362,2018,20,0,1
886,1,46231.0,3,580,263,24,0,0
887,0,42243.0,2,200,55,14,0,0
888,0,51195.0,2,454,564,32,0,0
889,1,68092.0,0,195,1281,25,0,1
890,0,31814.0,1,505,83,16,1,0
891,1,51390.0,2,659,353,23,0,0
892,0,76630.0,0,166,1003,26,0,1
893,1,26868.0,1,60,14,11,0,0
894,1,48948.0,0,513,902,30,2,0
895,1,55260.0,1,564,1139,31,0,1
896,0,64090.0,1,326,797,25,1,1
897,1,78331.0,1,157,1638,29,0,1
898,0,37087.0,1,322,401,23,0,0
899,1,21846.0,1,250,84,19,0,0
900,0,81320.0,0,508,928,20,0,1
901,1,54137.0,1,317,203,17,0,1
902,0,66825.0,0,350,858,18,0,1
903,0,57100.0,0,207,409,16,0,1
904,0,58917.0,3,462,282,21,0,1
905,1,85072.0,0,81,1423,18,0,1
906,1,86429.0,0,220,1449,20,2,1
907,1,45684.0,1,209,28,11,0,0
908,0,47889.0,1,176,67,11,0,0
909,0,45921.0,0,111,199,14,0,0
910,1,78420.0,0,365,1453,23,0,1
911,0,75114.0,0,234,1253,21,0,1
912,1,52278.0,1,520,1198,39,1,0
913,0,35641.0,1,350,178,17,1,0
914,1,95529.0,0,573,1990,21,2,1
915,0,62820.0,0,414,976,15,0,1
916,0,73113.0,0,185,1001,17,0,1
917,0,84169.0,0,326,1919,23,3,1
918,1,42607.0,1,224,350,17,0,0
919,1,74637.0,0,407,1650,28,1,1
920,0,46015.0,2,77,46,12,2,0
921,1,72354.0,0,438,1228,20,0,1
922,1,39858.0,1,521,95,13,1,0
923,0,34469.0,2,56,62,13,0,0
924,0,83033.0,1,42,1761,31,1,1
925,0,24401.0,0,667,467,24,0,0
926,0,77583.0,0,139,1149,21,1,1
927,1,74116.0,0,181,2052,21,1,1
928,1,74293.0,0,56,1127,18,0,1
929,0,68397.0,1,224,1416,24,0,1
930,0,79632.0,0,82,1113,22,0,1
931,1,46107.0,1,139,125,10,0,0
932,1,64950.0,1,686,966,32,1,1
933,0,25443.0,1,554,32,13,0,0
934,1,75127.0,0,38,833,20,0,1
935,0,32892.0,1,35,46,16,0,0
936,0,71796.0,0,248,960,21,0,1
937,0,67536.0,1,403,1829,38,1,1
938,1,55239.0,1,350,779,31,0,1
939,1,60554.0,1,324,811,29,0,1
940,1,64831.0,2,384,1120,28,0,1
941,0,56067.0,1,344,725,25,0,1
942,1,82025.0,0,397,1187,13,2,1
943,0,94384.0,0,482,2302,20,4,1
944,1,14906.0,0,554,66,16,0,0
945,0,51563.0,0,636,1250,27,2,0
946,0,57937.0,1,133,683,23,0,1
947,1,68274.0,2,272,305,16,0,1
948,0,39771.0,1,205,50,10,0,0
949,1,67893.0,1,636,995,24,0,1
950,0,27922.0,1,50,41,10,0,0
951,0,52190.0,2,52,77,14,1,0
952,1,44051.0,2,516,171,18,1,0
953,1,42767.0,2,414,131,15,0,0
954,0,46106.0,2,49,54,11,0,0
955,0,16927.0,2,504,53,20,0,0
956,0,59754.0,1,575,475,21,1,1
957,1,53700.0,1,681,694,27,0,1
958,0,59041.0,2,53,96,13,0,1
959,1,54237.0,1,428,361,22,0,1
960,1,70647.0,1,646,1079,28,0,1
961,1,52597.0,1,53,578,25,0,0
962,0,41021.0,1,546,64,13,1,0
963,0,40233.0,1,258,149,19,0,0
964,0,50183.0,2,4,231,22,0,0
965,0,54753.0,1,290,728,25,0,1
966,0,92955.0,0,314,1778,25,3,1
967,0,33471.0,1,625,93,17,0,0
968,0,34596.0,1,442,23,12,1,0
969,0,44010.0,1,624,662,33,0,0
970,0,84219.0,0,147,1198,19,0,1
971,0,40706.0,3,528,81,18,0,0
972,0,15716.0,1,594,92,18,0,0
973,1,59052.0,1,224,491,23,0,1
974,0,80573.0,0,623,1564,26,0,1
975,0,83715.0,0,146,926,24,0,1
976,0,82576.0,0,697,1910,20,1,1
977,0,56962.0,3,261,411,28,0,1
978,0,35704.0,2,177,94,13,0,0
979,0,53103.0,1,290,1085,35,1,1
980,1,46779.0,2,352,23,8,0,0
981,1,4861.0,0,7,6,14,0,0
982,1,33462.0,1,326,54,13,0,0
983,1,63693.0,1,258,1150,35,0,1
984,0,80763.0,0,318,1415,26,3,1
985,0,65352.0,1,312,405,20,0,1
986,0,82170.0,0,216,1908,21,0,1
987,0,75759.0,0,247,2486,31,4,1
988,1,79689.0,0,413,1315,29,0,1
989,1,35340.0,2,0,45,12,0,0
990,1,85683.0,0,100,1789,18,5,1
991,0,24884.0,1,577,19,11,0,0
992,0,42021.0,1,667,573,31,1,0
993,1,64449.0,1,131,805,28,0,1
994,1,64587.0,2,7,108,11,0,1
995,1,34824.0,0,95,23,10,0,0
996,0,75437.0,0,232,1493,29,1,1
997,0,26091.0,2,124,89,14,0,0
998,0,52845.0,1,320,936,31,1,1
999,1,46086.0,1,238,343,20,0,0
1000,1,78028.0,1,657,528,27,3,1
1001,1,95169.0,0,263,1901,13,3,1
1002,0,56337.0,2,459,724,30,3,1
1003,0,22434.0,1,501,58,15,0,0
1004,0,36930.0,1,408,297,24,0,0
1005,1,36130.0,1,512,488,25,2,0
1006,0,65569.0,1,601,859,26,0,1
1007,0,83844.0,0,413,1574,21,1,1
1008,0,19514.0,2,154,69,18,1,0
1009,1,36736.0,2,415,17,10,0,0
1010,0,77568.0,1,673,2194,26,3,1
1011,0,49187.0,1,169,116,10,0,0
1012,1,30168.0,1,479,279,27,0,0
1013,0,34053.0,1,657,103,15,0,0
1014,0,38196.0,2,72,44,14,0,0
1015,0,59412.0,0,71,406,18,0,1
1016,0,70924.0,0,83,1363,23,1,1
1017,0,54165.0,0,397,236,13,0,1
1018,0,32300.0,1,542,39,13,0,0
1019,1,20180.0,0,494,137,15,0,0
1020,0,34961.0,1,10,79,17,0,0
1021,0,28440.0,1,357,63,14,0,0
1022,0,64504.0,3,482,1314,32,1,1
1023,0,33564.0,1,5,71,11,0,0
1024,0,17345.0,1,603,58,15,0,0
1025,0,56320.0,1,447,702,25,0,1
1026,1,28647.0,1,312,94,14,2,0
1027,1,15038.0,1,516,80,16,0,0
1028,1,32173.0,1,332,22,9,0,0
1029,0,68316.0,1,602,1211,38,0,1
1030,0,74538.0,0,365,1461,25,2,1
1031,1,91700.0,0,528,1968,23,1,1
1032,0,68695.0,0,4,1091,18,0,1
1033,0,31056.0,1,523,55,13,0,0
1034,0,79593.0,0,48,1366,21,1,1
1035,1,28071.0,0,669,313,21,0,0
1036,0,37334.0,2,123,62,15,0,0
1037,1,46423.0,2,284,92,16,0,0
1038,0,37126.0,1,91,72,12,2,0
1039,0,47703.0,1,396,655,26,0,0
1040,0,61180.0,1,67,704,21,1,1
1041,0,38998.0,2,603,54,16,0,0
1042,1,8028.0,0,649,178,35,0,0
1043,0,76081.0,0,37,1033,16,1,1
1044,0,34728.0,1,334,36,11,1,0
1045,1,33168.0,1,624,122,17,0,0
1046,0,33585.0,1,277,122,11,0,0
1047,0,77037.0,1,259,1123,30,0,1
1048,0,35196.0,1,593,497,26,1,0
1049,0,44529.0,1,359,691,30,1,0
1050,0,70924.0,0,83,1363,23,1,1
1051,0,28764.0,2,24,12,12,1,0
1052,0,69098.0,0,498,2440,30,0,1
1053,1,25959.0,2,500,56,13,1,0
1054,0,27100.0,1,450,37,12,0,0
1055,1,70596.0,0,632,968,23,0,1
1056,0,42557.0,1,669,270,23,0,0
1057,0,53312.0,0,324,278,19,0,1
1058,1,72228.0,0,579,1250,25,0,1
1059,0,67605.0,0,455,938,18,0,1
1060,0,62845.0,2,636,1178,36,1,1
1061,0,65196.0,2,339,1155,31,1,1
1062,1,42000.0,0,535,653,25,1,0
1063,1,35860.0,2,41,49,11,1,0
1064,0,65526.0,1,79,506,19,0,1
1065,0,16860.0,2,655,38,15,0,0
1066,1,83528.0,0,59,1650,24,3,1
1067,1,64176.0,1,695,1826,39,0,1
1068,1,22304.0,0,694,18,12,0,0
1069,0,67023.0,0,117,906,26,0,1
1070,0,32892.0,1,35,46,16,0,0
1071,0,70713.0,1,573,1477,28,0,1
1072,0,59925.0,1,576,766,29,0,1
1073,0,39722.0,1,125,47,12,0,0
1074,0,46610.0,0,346,467,20,0,0
1075,0,88347.0,0,361,2116,22,1,1
1076,0,87171.0,0,424,1298,27,2,1
1077,0,26907.0,2,313,22,13,0,0
1078,1,50014.0,1,158,396,20,0,0
1079,0,41014.0,1,433,20,11,0,0
1080,1,66294.0,0,104,967,15,0,1
1081,0,36715.0,1,589,357,28,1,0
1082,0,79456.0,0,676,1401,19,1,1
1083,0,40479.0,1,316,15,8,0,0
1084,1,75345.0,0,512,2087,23,2,1
1085,0,54233.0,1,510,981,34,0,1
1086,1,24163.0,2,260,17,10,0,0
1087,0,84460.0,0,541,523,27,5,1
1088,0,43776.0,1,57,23,10,0,0
1089,1,71691.0,0,104,1192,19,1,1
1090,0,85844.0,0,31,1958,22,1,1
1091,1,39190.0,1,64,133,14,0,0
1092,0,71367.0,0,310,777,19,0,1
1093,1,38578.0,2,372,73,17,0,0
1094,0,57236.0,2,109,121,13,0,1
1095,1,61825.0,1,326,424,19,0,1
1096,1,79803.0,1,27,868,14,0,1
1097,1,80910.0,0,606,756,16,0,1
1098,0,27590.0,1,432,12,11,0,0
1099,0,56775.0,1,543,937,30,0,1
1100,1,83829.0,0,264,1862,18,4,1
1101,0,54210.0,1,405,367,19,0,1
1102,0,38508.0,1,331,443,28,0,0
1103,0,53187.0,1,246,267,18,0,1
1104,0,30023.0,1,97,61,14,0,0
1105,1,76045.0,0,226,1323,23,1,1
1106,0,50870.0,1,10,63,11,0,0
1107,0,15315.0,0,330,64,13,0,0
1108,0,65463.0,1,150,562,24,1,1
1109,0,66480.0,2,29,312,23,0,1
1110,1,76773.0,0,489,1156,17,0,1
1111,1,81698.0,0,485,1104,21,2,1
1112,1,54466.0,2,140,16,9,0,1
1113,1,98777.0,0,132,2008,20,1,1
1114,1,16269.0,1,303,44,17,0,0
1115,0,71819.0,1,305,1574,20,2,1
1116,0,33569.0,1,256,63,13,2,0
1117,0,36262.0,0,282,426,18,2,0
1118,0,22634.0,0,529,96,14,0,0
1119,0,47025.0,1,290,635,32,0,0
1120,1,70566.0,1,266,757,25,0,1
1121,0,31605.0,1,584,125,16,0,0
1122,1,52034.0,2,408,332,23,0,0
1123,1,48526.0,1,187,135,11,0,0
1124,0,46734.0,1,588,330,21,0,0
1125,1,39552.0,2,558,384,28,1,0
1126,1,86358.0,2,690,1722,26,0,1
1127,0,46931.0,3,66,78,10,0,0
1128,1,16581.0,0,533,24,8,0,0
1129,1,63998.0,0,191,1168,29,1,1
1130,0,67381.0,1,530,957,24,1,1
1131,1,25930.0,2,262,15,11,0,0
1132,0,42693.0,1,22,57,10,0,0
1133,0,85606.0,1,594,1956,27,1,1
1134,1,72903.0,0,243,2013,25,4,1
1135,0,49669.0,1,36,326,20,0,0
1136,0,36778.0,2,693,77,18,0,0
1137,1,85696.0,0,422,1313,21,1,1
1138,1,10979.0,0,38,30,13,0,0
1139,0,49678.0,1,512,315,21,0,0
1140,0,56129.0,1,374,660,26,0,1
1141,0,37155.0,1,514,74,12,0,0
1142,1,21282.0,1,49,46,13,0,0
1143,1,33419.0,1,316,86,15,0,0
1144,1,63285.0,0,236,1103,28,0,1
1145,0,21255.0,1,159,61,15,0,0
1146,0,42162.0,1,222,145,15,2,0
1147,0,54450.0,2,653,684,39,0,1
1148,0,57744.0,1,229,411,24,0,1
1149,1,26576.0,1,624,27,13,2,0
1150,1,57513.0,0,358,1060,33,0,1
1151,0,68142.0,1,669,1459,30,0,1
1152,0,7500.0,1,669,18,12,0,0
1153,0,83145.0,0,645,1833,28,2,1
1154,0,54197.0,1,87,237,13,0,1
1155,1,23091.0,2,32,48,17,0,0
1156,0,46049.0,2,343,515,33,1,0
1157,0,56715.0,0,571,1020,19,0,1
1158,0,79410.0,0,31,1370,12,0,1
1159,0,57304.0,1,475,1026,30,0,1
1160,0,44375.0,1,98,301,17,0,0
1161,0,54450.0,2,653,684,39,0,1
1162,0,59594.0,1,617,499,24,1,1
1163,0,80685.0,0,676,1004,23,0,1
1164,0,40344.0,1,259,218,19,0,0
1165,0,62710.0,1,402,606,26,0,1
1166,0,48985.0,1,359,75,9,0,0
1167,0,35322.0,3,676,106,17,0,0
1168,0,77142.0,0,396,990,19,0,1
1169,1,81657.0,0,158,1097,17,0,1
1170,0,14421.0,0,132,16,9,1,0
1171,0,20130.0,0,104,34,13,0,0
1172,0,74214.0,0,672,1711,21,0,1
1173,0,66726.0,2,168,438,24,1,1
1174,0,23724.0,1,537,75,15,0,0
1175,0,47353.0,1,228,225,18,0,0
1176,0,33444.0,2,603,18,12,0,0
1177,0,54386.0,1,408,470,20,0,1
1178,1,28510.0,2,442,91,14,0,0
1179,1,90638.0,0,136,2525,19,1,1
1180,0,48070.0,1,532,504,26,0,0
1181,0,43140.0,1,540,235,17,0,0
1182,1,54959.0,1,526,1232,28,2,1
1183,1,15056.0,2,422,88,17,0,0
1184,1,26954.0,1,52,17,11,0,0
1185,1,22327.0,1,331,24,10,0,0
1186,0,44393.0,2,311,60,11,0,0
1187,1,62000.0,1,308,1020,30,1,1
1188,0,31497.0,1,570,155,18,0,0
1189,0,45894.0,2,122,51,10,0,0
1190,1,78579.0,0,554,1812,19,1,1
1191,1,67369.0,1,589,1461,29,3,1
1192,1,58401.0,1,70,96,10,0,1
1193,1,62307.0,1,132,160,14,0,1
1194,0,43641.0,2,433,139,16,0,0
1195,1,63841.0,1,434,908,28,0,1
1196,0,46891.0,1,301,183,12,0,0
1197,0,70091.0,1,455,1161,27,1,1
1198,0,78075.0,0,85,988,15,0,1
1199,1,59184.0,1,658,1072,32,0,1
1200,0,54809.0,2,291,174,16,0,1
1201,0,58113.0,1,520,758,29,0,1
1202,0,51412.0,1,180,195,15,0,0
1203,1,15287.0,1,627,31,13,2,0
1204,0,66636.0,0,316,1084,18,0,1
1205,0,50965.0,1,494,685,30,1,0
1206,0,84618.0,0,219,1672,28,1,1
1207,0,18351.0,0,243,43,13,0,0
1208,0,40451.0,2,133,49,10,1,0
1209,0,36317.0,1,403,133,16,0,0
1210,0,42213.0,1,260,363,22,1,0
1211,0,65748.0,1,440,545,19,0,1
1212,0,77044.0,1,245,1065,35,1,1
1213,0,74918.0,0,474,2047,24,1,1
1214,0,56721.0,2,606,296,21,0,1
1215,1,42160.0,2,366,140,17,1,0
1216,1,61559.0,1,347,530,20,0,1
1217,0,33629.0,2,690,152,22,0,0
1218,0,68682.0,0,266,1598,26,0,1
1219,1,34377.0,1,526,114,15,0,0
1220,1,8940.0,1,676,101,18,0,0
1221,0,26228.0,1,280,25,12,0,0
1222,1,77297.0,0,519,789,26,1,1
1223,0,40211.0,2,334,87,15,1,0
1224,1,33438.0,2,280,90,16,0,0
1225,0,75032.0,1,427,1215,23,0,1
1226,1,61284.0,0,260,811,28,1,1
1227,0,22518.0,1,615,61,12,2,0
1228,0,54730.0,1,318,405,22,0,1
1229,0,38452.0,2,91,72,16,0,0
1230,1,44421.0,2,499,189,22,0,0
1231,0,38197.0,1,365,40,10,0,0
1232,1,41986.0,1,140,63,14,0,0
1233,0,28427.0,1,465,52,15,0,0
1234,0,37395.0,1,58,39,11,0,0
1235,0,64722.0,1,34,805,31,0,1
1236,0,55249.0,1,73,130,11,0,1
1237,0,84906.0,0,268,1631,26,3,1
1238,0,28691.0,1,360,34,13,0,0
1239,1,44213.0,2,212,152,18,0,0
1240,1,25707.0,1,162,21,12,0,0
1241,0,59062.0,3,269,71,11,0,1
1242,1,76624.0,1,36,899,24,1,1
1243,0,66000.0,0,70,711,11,0,1
1244,0,27683.0,1,694,351,24,0,0
1245,1,1730.0,0,42,8,35,0,0
1246,1,7500.0,1,573,119,20,0,0
1247,0,40521.0,2,450,21,9,0,0
1248,0,20427.0,1,97,10,12,0,0
1249,0,65106.0,1,36,973,33,1,1
1250,0,69969.0,0,306,1536,16,3,1
1251,0,67433.0,2,348,992,32,1,1
1252,0,77766.0,1,492,1529,40,2,1
1253,0,74716.0,1,290,860,21,0,1
1254,1,68118.0,1,254,928,29,0,1
1255,0,55158.0,2,699,418,25,1,1
1256,0,62972.0,1,695,587,22,1,1
1257,0,74190.0,1,48,641,21,0,1
1258,0,39356.0,2,102,23,10,1,0
1259,0,76653.0,0,317,2279,25,2,1
1260,1,35860.0,2,41,49,11,1,0
1261,1,90687.0,0,403,1779,19,2,1
1262,0,73450.0,0,206,1804,30,2,1
1263,0,31454.0,2,358,48,16,0,0
1264,1,47139.0,2,115,83,14,1,0
1265,1,83829.0,0,264,1862,18,4,1
1266,0,53378.0,2,643,793,37,1,1
1267,0,19656.0,1,506,84,16,0,0
1268,0,45579.0,1,313,183,16,0,0
1269,1,85485.0,0,8,1383,21,0,1
1270,0,55956.0,0,83,999,20,1,1
1271,1,64191.0,1,523,825,27,0,1
1272,1,38808.0,1,672,246,22,2,0
1273,0,57183.0,2,467,610,33,0,1
1274,1,23748.0,1,585,76,17,0,0
1275,0,66303.0,1,488,1286,30,1,1
1276,0,37368.0,1,195,30,10,1,0
1277,0,40800.0,3,544,99,15,0,0
1278,1,71847.0,0,646,1192,25,1,1
1279,0,46149.0,1,212,362,23,0,0
1280,0,78687.0,0,689,2130,21,2,1
1281,1,49118.0,0,680,1229,35,3,0
1282,0,37633.0,2,647,38,15,0,0
1283,0,39767.0,0,343,485,25,0,0
1284,0,26997.0,0,601,434,20,0,0
1285,1,33986.0,1,472,44,12,0,0
1286,0,57091.0,1,583,496,25,2,1
1287,0,46831.0,2,386,78,11,0,0
1288,0,83151.0,0,504,2346,25,4,1
1289,0,52531.0,0,546,794,27,0,0
1290,0,15759.0,0,297,17,11,0,0
1291,1,22804.0,1,333,26,14,0,0
1292,0,43050.0,1,103,76,13,0,0
1293,1,42997.0,2,204,15,11,0,0
1294,1,48918.0,2,78,62,11,0,0
1295,0,60033.0,1,92,198,12,0,1
1296,0,34043.0,1,247,49,14,0,0
1297,0,57811.0,1,370,802,30,1,1
